set_name,set_code,set_release_date,set_total_cards,pack_name,card_name,card_number,card_rarity,card_type,pokemon_stage,evolves_from,ex
Genetic Apex,A1,2024-10-30,226,Mewtwo,Pidgeot,245,One Star,Colorless,Stage2,Pidgeotto,No
Genetic Apex,A1,2024-10-30,226,Charizard,Meowth,246,One Star,Colorless,Basic,,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Ditto,247,One Star,Colorless,Basic,,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Eevee,248,One Star,Colorless,Basic,,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Porygon,249,One Star,Colorless,Basic,,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Snorlax,250,One Star,Colorless,Basic,,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Venusaur ex,251,Two Star,Grass,Stage2,Ivysaur,Yes
Genetic Apex,A1,2024-10-30,226,Charizard,Exeggutor ex,252,Two Star,Grass,Stage1,Exeggcute,Yes
Genetic Apex,A1,2024-10-30,226,Charizard,Charizard ex,253,Two Star,Fire,Stage2,Charmeleon,Yes
Genetic Apex,A1,2024-10-30,226,Pikachu,Arcanine ex,254,Two Star,Fire,Stage1,Growlithe,Yes
Genetic Apex,A1,2024-10-30,226,Charizard,Moltres ex,255,Two Star,Fire,Basic,,Yes
Genetic Apex,A1,2024-10-30,226,Pikachu,Blastoise ex,256,Two Star,Water,Stage2,Wartortle,Yes
Genetic Apex,A1,2024-10-30,226,Charizard,Starmie ex,257,Two Star,Water,Stage1,Staryu,Yes
Genetic Apex,A1,2024-10-30,226,Mewtwo,Articuno ex,258,Two Star,Water,Basic,,Yes
Genetic Apex,A1,2024-10-30,226,Pikachu,Pikachu ex,259,Two Star,Lightning,Basic,,Yes
Genetic Apex,A1,2024-10-30,226,Pikachu,Zapdos ex,260,Two Star,Lightning,Basic,,Yes
Genetic Apex,A1,2024-10-30,226,Mewtwo,Gengar ex,261,Two Star,Psychic,Stage2,Haunter,Yes
Genetic Apex,A1,2024-10-30,226,Mewtwo,Mewtwo ex,262,Two Star,Psychic,Basic,,Yes
Genetic Apex,A1,2024-10-30,226,Charizard,Machamp ex,263,Two Star,Fighting,Stage2,Machoke,Yes
Genetic Apex,A1,2024-10-30,226,Mewtwo,Marowak ex,264,Two Star,Fighting,Stage1,Cubone,Yes
Genetic Apex,A1,2024-10-30,226,Pikachu,Wigglytuff ex,265,,Colorless,Stage1,Jigglypuff,Yes
Genetic Apex,A1,2024-10-30,226,Charizard,Erika,266,Two Star,Trainer,,,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Misty,267,Two Star,Trainer,,,No
Genetic Apex,A1,2024-10-30,226,Charizard,Blaine,268,Two Star,Trainer,,,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Koga,269,Two Star,Trainer,,,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Giovanni,270,Two Star,Trainer,,,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Brock,271,Two Star,Trainer,,,No
Genetic Apex,A1,2024-10-30,226,Charizard,Sabrina,272,Two Star,Trainer,,,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Lt. Surge,273,Two Star,Trainer,,,No
Genetic Apex,A1,2024-10-30,226,Charizard,Moltres ex,274,Two Star,Fire,Basic,,Yes
Genetic Apex,A1,2024-10-30,226,Mewtwo,Articuno ex,275,Two Star,Water,Basic,,Yes
Genetic Apex,A1,2024-10-30,226,Pikachu,Zapdos ex,276,Two Star,Lightning,Basic,,Yes
Genetic Apex,A1,2024-10-30,226,Mewtwo,Gengar ex,277,Two Star,Psychic,Stage2,Haunter,Yes
Genetic Apex,A1,2024-10-30,226,Charizard,Machamp ex,278,Two Star,Fighting,Stage2,Machoke,Yes
Genetic Apex,A1,2024-10-30,226,Pikachu,Wigglytuff ex,279,,Colorless,Stage1,Jigglypuff,Yes
Genetic Apex,A1,2024-10-30,226,Charizard,Charizard ex,280,Three Star,Fire,Stage2,Charmeleon,Yes
Genetic Apex,A1,2024-10-30,226,Pikachu,Pikachu ex,281,Three Star,Lightning,Basic,,Yes
Genetic Apex,A1,2024-10-30,226,Mewtwo,Mewtwo ex,282,Three Star,Psychic,Basic,,Yes
Genetic Apex,A1,2024-10-30,226,"Mewtwo, Charizard, Pikachu",Mew,283,Three Star,Psychic,Basic,,No
Genetic Apex,A1,2024-10-30,226,"Mewtwo, Charizard, Pikachu",Charizard ex,284,Crown,Fire,Stage2,Charmeleon,Yes
Genetic Apex,A1,2024-10-30,226,"Mewtwo, Charizard, Pikachu",Pikachu ex,285,Crown,Lightning,Basic,,Yes
Genetic Apex,A1,2024-10-30,226,"Mewtwo, Charizard, Pikachu",Mewtwo ex,286,Crown,Psychic,Basic,,Yes
Mythical Island,A1a,2024-12-17,68,Mythical Island,Exeggcute,1,One Diamond,Grass,Basic,,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Exeggutor,2,Two Diamond,Grass,Stage1,Exeggcute,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Celebi ex,3,Four Diamond,Grass,Basic,,Yes
Mythical Island,A1a,2024-12-17,68,Mythical Island,Snivy,4,One Diamond,Grass,Basic,,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Servine,5,Two Diamond,Grass,Stage1,Snivy,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Serperior,6,Three Diamond,Grass,Stage2,Servine,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Morelull,7,One Diamond,Grass,Basic,,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Shiinotic,8,Two Diamond,Grass,Stage1,Morelull,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Dhelmise,9,Two Diamond,Grass,Basic,,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Ponyta,10,One Diamond,Fire,Basic,,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Rapidash,11,Two Diamond,Fire,Stage1,Ponyta,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Magmar,12,Two Diamond,Fire,Basic,,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Larvesta,13,One Diamond,Fire,Basic,,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Volcarona,14,Three Diamond,Fire,Stage1,Larvesta,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Salandit,15,One Diamond,Fire,Basic,,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Salazzle,16,One Diamond,Fire,Stage1,Salandit,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Magikarp,17,One Diamond,Water,Basic,,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Gyarados ex,18,Four Diamond,Water,Stage1,Magikarp,Yes
Mythical Island,A1a,2024-12-17,68,Mythical Island,Vaporeon,19,Three Diamond,Water,Stage1,Eevee,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Finneon,20,One Diamond,Water,Basic,,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Lumineon,21,Two Diamond,Water,Stage1,Finneon,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Chewtle,22,One Diamond,Water,Basic,,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Drednaw,23,Two Diamond,Water,Stage1,Chewtle,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Cramorant,24,One Diamond,Water,Basic,,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Pikachu,25,One Diamond,Lightning,Basic,,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Raichu,26,Three Diamond,Lightning,Stage1,Pikachu,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Electabuzz,27,Two Diamond,Lightning,Basic,,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Joltik,28,One Diamond,Lightning,Basic,,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Galvantula,29,Two Diamond,Lightning,Stage1,Joltik,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Dedenne,30,One Diamond,Lightning,Basic,,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Mew,31,Three Diamond,Psychic,Basic,,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Mew ex,32,Four Diamond,Psychic,Basic,,Yes
Mythical Island,A1a,2024-12-17,68,Mythical Island,Sigilyph,33,Two Diamond,Psychic,Basic,,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Elgyem,34,One Diamond,Psychic,Basic,,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Beheeyem,35,Two Diamond,Psychic,Stage1,Elgyem,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Flabébé,36,One Diamond,Psychic,Basic,,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Floette,37,One Diamond,Psychic,Stage1,Flabébé,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Florges,38,Two Diamond,Psychic,Stage2,Floette,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Swirlix,39,One Diamond,Psychic,Basic,,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Slurpuff,40,One Diamond,Psychic,Stage1,Swirlix,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Mankey,41,One Diamond,Fighting,Basic,,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Primeape,42,One Diamond,Fighting,Stage1,Mankey,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Geodude,43,One Diamond,Fighting,Basic,,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Graveler,44,Two Diamond,Fighting,Stage1,Geodude,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Golem,45,Three Diamond,Fighting,Stage2,Graveler,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Aerodactyl ex,46,Four Diamond,Fighting,Stage1,Old Amber,Yes
Mythical Island,A1a,2024-12-17,68,Mythical Island,Marshadow,47,Three Diamond,Fighting,Basic,,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Stonjourner,48,Two Diamond,Fighting,Basic,,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Koffing,49,One Diamond,Darkness,Basic,,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Weezing,50,Two Diamond,Darkness,Stage1,Koffing,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Purrloin,51,One Diamond,Darkness,Basic,,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Liepard,52,One Diamond,Darkness,Stage1,Purrloin,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Venipede,53,One Diamond,Darkness,Basic,,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Whirlipede,54,One Diamond,Darkness,Stage1,Venipede,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Scolipede,55,Two Diamond,Darkness,Stage2,Whirlipede,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Druddigon,56,Two Diamond,Dragon,Basic,,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Pidgey,57,One Diamond,Colorless,Basic,,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Pidgeotto,58,One Diamond,Colorless,Stage1,Pidgey,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Pidgeot ex,59,Four Diamond,Colorless,Stage2,Pidgeotto,Yes
Mythical Island,A1a,2024-12-17,68,Mythical Island,Tauros,60,Three Diamond,Colorless,Basic,,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Eevee,61,One Diamond,Colorless,Basic,,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Chatot,62,One Diamond,Colorless,Basic,,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Old Amber,63,One Diamond,Trainer,,,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Pokémon Flute,64,Two Diamond,Trainer,,,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Mythical Slab,65,Two Diamond,Trainer,,,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Budding Expeditioner,66,Two Diamond,Trainer,,,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Blue,67,Two Diamond,Trainer,,,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Leaf,68,Two Diamond,Trainer,,,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Exeggutor,69,One Star,Grass,Stage1,Exeggcute,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Serperior,70,One Star,Grass,Stage2,Servine,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Salandit,71,One Star,Fire,Basic,,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Vaporeon,72,One Star,Water,Stage1,Eevee,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Dedenne,73,One Star,Lightning,Basic,,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Marshadow,74,One Star,Fighting,Basic,,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Celebi ex,75,Two Star,Grass,Basic,,Yes
Mythical Island,A1a,2024-12-17,68,Mythical Island,Gyarados ex,76,Two Star,Water,Stage1,Magikarp,Yes
Mythical Island,A1a,2024-12-17,68,Mythical Island,Mew ex,77,Two Star,Psychic,Basic,,Yes
Mythical Island,A1a,2024-12-17,68,Mythical Island,Aerodactyl ex,78,Two Star,Fighting,Stage1,Old Amber,Yes
Mythical Island,A1a,2024-12-17,68,Mythical Island,Pidgeot ex,79,Two Star,Colorless,Stage2,Pidgeotto,Yes
Mythical Island,A1a,2024-12-17,68,Mythical Island,Budding Expeditioner,80,Two Star,Trainer,,,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Blue,81,Two Star,Trainer,,,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Leaf,82,Two Star,Trainer,,,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Mew ex,83,Two Star,Psychic,Basic,,Yes
Mythical Island,A1a,2024-12-17,68,Mythical Island,Aerodactyl ex,84,Two Star,Fighting,Stage1,Old Amber,Yes
Mythical Island,A1a,2024-12-17,68,Mythical Island,Celebi ex,85,Three Star,Grass,Basic,,Yes
Mythical Island,A1a,2024-12-17,68,Mythical Island,Mew ex,86,Crown,Psychic,Basic,,Yes
Space-Time Smackdown,A2,2025-01-30,140,"Palkia, Dialga",Oddish,1,One Diamond,Grass,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,"Palkia, Dialga",Gloom,2,One Diamond,Grass,Stage1,Oddish,No
Space-Time Smackdown,A2,2025-01-30,140,"Palkia, Dialga",Bellossom,3,Two Diamond,Grass,Stage2,Gloom,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Tangela,4,One Diamond,Grass,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Tangrowth,5,Two Diamond,Grass,Stage1,Tangela,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Yanma,6,One Diamond,Grass,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Yanmega ex,7,Four Diamond,Grass,Stage1,Yanma,Yes
Space-Time Smackdown,A2,2025-01-30,140,"Palkia, Dialga",Roselia,8,One Diamond,Grass,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,"Palkia, Dialga",Roserade,9,Two Diamond,Grass,Stage1,Roselia,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Turtwig,10,One Diamond,Grass,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Grotle,11,Two Diamond,Grass,Stage1,Turtwig,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Torterra,12,Three Diamond,Grass,Stage2,Grotle,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Kricketot,13,One Diamond,Grass,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Kricketune,14,One Diamond,Grass,Stage1,Kricketot,No
Space-Time Smackdown,A2,2025-01-30,140,"Palkia, Dialga",Burmy,15,One Diamond,Grass,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,"Palkia, Dialga",Wormadam,16,One Diamond,Grass,Stage1,Burmy,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Combee,17,One Diamond,Grass,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Vespiquen,18,Two Diamond,Grass,Stage1,Combee,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Carnivine,19,Two Diamond,Grass,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Leafeon,20,Three Diamond,Grass,Stage1,Eevee,No
Space-Time Smackdown,A2,2025-01-30,140,"Palkia, Dialga",Mow Rotom,21,One Diamond,Grass,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Shaymin,22,Three Diamond,Grass,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Magmar,23,One Diamond,Fire,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Magmortar,24,Three Diamond,Fire,Stage1,Magmar,No
Space-Time Smackdown,A2,2025-01-30,140,"Palkia, Dialga",Slugma,25,One Diamond,Fire,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,"Palkia, Dialga",Magcargo,26,Two Diamond,Fire,Stage1,Slugma,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Chimchar,27,One Diamond,Fire,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Monferno,28,Two Diamond,Fire,Stage1,Chimchar,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Infernape ex,29,Four Diamond,Fire,Stage2,Monferno,Yes
Space-Time Smackdown,A2,2025-01-30,140,"Palkia, Dialga",Heat Rotom,30,One Diamond,Fire,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Swinub,31,One Diamond,Water,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Piloswine,32,Two Diamond,Water,Stage1,Swinub,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Mamoswine,33,Three Diamond,Water,Stage2,Piloswine,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Regice,34,Two Diamond,Water,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Piplup,35,One Diamond,Water,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Prinplup,36,Two Diamond,Water,Stage1,Piplup,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Empoleon,37,Three Diamond,Water,Stage2,Prinplup,No
Space-Time Smackdown,A2,2025-01-30,140,"Palkia, Dialga",Buizel,38,One Diamond,Water,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,"Palkia, Dialga",Floatzel,39,Two Diamond,Water,Stage1,Buizel,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Shellos,40,One Diamond,Water,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Gastrodon,41,Two Diamond,Water,Stage1,Shellos,No
Space-Time Smackdown,A2,2025-01-30,140,"Palkia, Dialga",Finneon,42,One Diamond,Water,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,"Palkia, Dialga",Lumineon,43,Two Diamond,Water,Stage1,Finneon,No
Space-Time Smackdown,A2,2025-01-30,140,"Palkia, Dialga",Snover,44,One Diamond,Water,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,"Palkia, Dialga",Abomasnow,45,Two Diamond,Water,Stage1,Snover,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Glaceon,46,Three Diamond,Water,Stage1,Eevee,No
Space-Time Smackdown,A2,2025-01-30,140,"Palkia, Dialga",Wash Rotom,47,One Diamond,Water,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,"Palkia, Dialga",Frost Rotom,48,One Diamond,Water,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Palkia ex,49,Four Diamond,Water,Basic,,Yes
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Manaphy,50,Two Diamond,Water,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,"Palkia, Dialga",Magnemite,51,One Diamond,Lightning,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,"Palkia, Dialga",Magneton,52,Two Diamond,Lightning,Stage1,Magnemite,No
Space-Time Smackdown,A2,2025-01-30,140,"Palkia, Dialga",Magnezone,53,Three Diamond,Lightning,Stage2,Magneton,No
Space-Time Smackdown,A2,2025-01-30,140,"Palkia, Dialga",Voltorb,54,One Diamond,Lightning,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,"Palkia, Dialga",Electrode,55,Two Diamond,Lightning,Stage1,Voltorb,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Electabuzz,56,One Diamond,Lightning,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Electivire,57,Three Diamond,Lightning,Stage1,Electabuzz,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Shinx,58,One Diamond,Lightning,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Luxio,59,Two Diamond,Lightning,Stage1,Shinx,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Luxray,60,Three Diamond,Lightning,Stage2,Luxio,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Pachirisu ex,61,Four Diamond,Lightning,Basic,,Yes
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Rotom,62,One Diamond,Lightning,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,"Palkia, Dialga",Togepi,63,One Diamond,Psychic,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,"Palkia, Dialga",Togetic,64,Two Diamond,Psychic,Stage1,Togepi,No
Space-Time Smackdown,A2,2025-01-30,140,"Palkia, Dialga",Togekiss,65,Three Diamond,Psychic,Stage2,Togetic,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Misdreavus,66,One Diamond,Psychic,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Mismagius ex,67,Four Diamond,Psychic,Stage1,Misdreavus,Yes
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Ralts,68,One Diamond,Psychic,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Kirlia,69,One Diamond,Psychic,Stage1,Ralts,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Duskull,70,One Diamond,Psychic,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Dusclops,71,Two Diamond,Psychic,Stage1,Duskull,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Dusknoir,72,Three Diamond,Psychic,Stage2,Dusclops,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Drifloon,73,One Diamond,Psychic,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Drifblim,74,Two Diamond,Psychic,Stage1,Drifloon,No
Space-Time Smackdown,A2,2025-01-30,140,"Palkia, Dialga",Uxie,75,Two Diamond,Psychic,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,"Palkia, Dialga",Mesprit,76,Three Diamond,Psychic,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,"Palkia, Dialga",Azelf,77,Two Diamond,Psychic,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Giratina,78,Three Diamond,Psychic,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Cresselia,79,Three Diamond,Psychic,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Rhyhorn,80,One Diamond,Fighting,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Rhydon,81,Two Diamond,Fighting,Stage1,Rhyhorn,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Rhyperior,82,Three Diamond,Fighting,Stage2,Rhydon,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Gligar,83,One Diamond,Fighting,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Gliscor,84,Two Diamond,Fighting,Stage1,Gligar,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Hitmontop,85,One Diamond,Fighting,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,"Palkia, Dialga",Nosepass,86,One Diamond,Fighting,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,"Palkia, Dialga",Regirock,87,Two Diamond,Fighting,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Cranidos,88,Two Diamond,Fighting,Stage1,Skull Fossil,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Rampardos,89,Three Diamond,Fighting,Stage2,Cranidos,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Wormadam,90,One Diamond,Fighting,Stage1,Burmy,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Riolu,91,One Diamond,Fighting,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Lucario,92,Three Diamond,Fighting,Stage1,Riolu,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Hippopotas,93,One Diamond,Fighting,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Hippowdon,94,Two Diamond,Fighting,Stage1,Hippopotas,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Gallade ex,95,Four Diamond,Fighting,Stage2,Kirlia,Yes
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Murkrow,96,One Diamond,Darkness,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Honchkrow,97,Two Diamond,Darkness,Stage1,Murkrow,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Sneasel,98,One Diamond,Darkness,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Weavile ex,99,Four Diamond,Darkness,Stage1,Sneasel,Yes
Space-Time Smackdown,A2,2025-01-30,140,"Palkia, Dialga",Poochyena,100,One Diamond,Darkness,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,"Palkia, Dialga",Mightyena,101,Two Diamond,Darkness,Stage1,Poochyena,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Stunky,102,One Diamond,Darkness,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Skuntank,103,Two Diamond,Darkness,Stage1,Stunky,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Spiritomb,104,Two Diamond,Darkness,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,"Palkia, Dialga",Skorupi,105,One Diamond,Darkness,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,"Palkia, Dialga",Drapion,106,Two Diamond,Darkness,Stage1,Skorupi,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Croagunk,107,One Diamond,Darkness,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Toxicroak,108,Two Diamond,Darkness,Stage1,Croagunk,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Darkrai,109,Three Diamond,Darkness,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Darkrai ex,110,Four Diamond,Darkness,Basic,,Yes
Space-Time Smackdown,A2,2025-01-30,140,"Palkia, Dialga",Skarmory,111,Two Diamond,Metal,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Registeel,112,Two Diamond,Metal,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Shieldon,113,Two Diamond,Metal,Stage1,Armor Fossil,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Bastiodon,114,Three Diamond,Metal,Stage2,Shieldon,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Wormadam,115,One Diamond,Metal,Stage1,Burmy,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Bronzor,116,One Diamond,Metal,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Bronzong,117,Two Diamond,Metal,Stage1,Bronzor,No
