set_name,set_code,set_release_date,set_total_cards,pack_name,card_name,card_number,card_rarity,card_type,pokemon_stage,evolves_from,ex
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Misdreavus,220,One Shiny,Psychic,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Mankey,221,One Shiny,Fighting,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Primeape,222,One Shiny,Fighting,Stage1,Mankey,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Nidoran♀,223,One Shiny,Darkness,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Nidorina,224,One Shiny,Darkness,Stage1,Nidoran♀,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Nidoqueen,225,One Shiny,Darkness,Stage2,Nidorina,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Nidoran♂,226,One Shiny,Darkness,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Nidorino,227,One Shiny,Darkness,Stage1,Nidoran♂,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Nidoking,228,One Shiny,Darkness,Stage2,Nidorino,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Sneasel,229,One Shiny,Darkness,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Lickitung,230,One Shiny,Colorless,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Eevee,231,One Shiny,Colorless,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Yanmega ex,232,Two Shiny,Grass,Stage1,Yanma,Yes
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Leafeon ex,233,Two Shiny,Grass,Stage1,Eevee,Yes
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Gyarados ex,234,Two Shiny,Water,Stage1,Magikarp,Yes
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Glaceon ex,235,Two Shiny,Water,Stage1,Eevee,Yes
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Pachirisu ex,236,Two Shiny,Lightning,Basic,N/A,Yes
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Mismagius ex,237,Two Shiny,Psychic,Stage1,Misdreavus,Yes
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Weavile ex,238,Two Shiny,Darkness,Stage1,Sneasel,Yes
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Lickilicky ex,239,Two Shiny,Colorless,Stage1,Lickitung,Yes
Wisdom of Sea and Sky,A4,2025-07-30,161,"Lugia, Ho-Oh",Ho-Oh ex,240,Crown,Fire,Basic,N/A,Yes
Wisdom of Sea and Sky,A4,2025-07-30,161,"Lugia, Ho-Oh",Lugia ex,241,Crown,Colorless,Basic,N/A,Yes
