set_name,set_code,set_release_date,set_total_cards,pack_name,card_name,card_number,card_rarity,card_type,pokemon_stage,evolves_from,ex
Genetic Apex,A1,2024-10-30,226,Charizard,Slowpoke,237,One Star,Psychic,Basic,N/A,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Diglett,238,One Star,Fighting,Basic,N/A,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Cubone,239,One Star,Fighting,Basic,N/A,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Nidoqueen,240,One Star,Darkness,Stage2,Nidorina,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Nidoking,241,One Star,Darkness,Stage2,Nidorino,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Golbat,242,One Star,Darkness,Stage1,Zubat,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Weezing,243,One Star,Darkness,Stage1,Koffing,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Dragonite,244,One Star,Dragon,Stage2,Dragonair,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Pidgeot,245,One Star,Colorless,Stage2,Pidgeotto,No
Genetic Apex,A1,2024-10-30,226,Charizard,Meowth,246,One Star,Colorless,Basic,N/A,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Ditto,247,One Star,Colorless,Basic,N/A,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Eevee,248,One Star,Colorless,Basic,N/A,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Porygon,249,One Star,Colorless,Basic,N/A,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Snorlax,250,One Star,Colorless,Basic,N/A,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Venusaur ex,251,Two Star,Grass,Stage2,Ivysaur,Yes
Genetic Apex,A1,2024-10-30,226,Charizard,Exeggutor ex,252,Two Star,Grass,Stage1,Exeggcute,Yes
Genetic Apex,A1,2024-10-30,226,Charizard,Charizard ex,253,Two Star,Fire,Stage2,Charmeleon,Yes
Genetic Apex,A1,2024-10-30,226,Pikachu,Arcanine ex,254,Two Star,Fire,Stage1,Growlithe,Yes
Genetic Apex,A1,2024-10-30,226,Charizard,Moltres ex,255,Two Star,Fire,Basic,N/A,Yes
Genetic Apex,A1,2024-10-30,226,Pikachu,Blastoise ex,256,Two Star,Water,Stage2,Wartortle,Yes
Genetic Apex,A1,2024-10-30,226,Charizard,Starmie ex,257,Two Star,Water,Stage1,Staryu,Yes
Genetic Apex,A1,2024-10-30,226,Mewtwo,Articuno ex,258,Two Star,Water,Basic,N/A,Yes
Genetic Apex,A1,2024-10-30,226,Pikachu,Pikachu ex,259,Two Star,Lightning,Basic,N/A,Yes
Genetic Apex,A1,2024-10-30,226,Pikachu,Zapdos ex,260,Two Star,Lightning,Basic,N/A,Yes
Genetic Apex,A1,2024-10-30,226,Mewtwo,Gengar ex,261,Two Star,Psychic,Stage2,Haunter,Yes
Genetic Apex,A1,2024-10-30,226,Mewtwo,Mewtwo ex,262,Two Star,Psychic,Basic,N/A,Yes
Genetic Apex,A1,2024-10-30,226,Charizard,Machamp ex,263,Two Star,Fighting,Stage2,Machoke,Yes
Genetic Apex,A1,2024-10-30,226,Mewtwo,Marowak ex,264,Two Star,Fighting,Stage1,Cubone,Yes
Genetic Apex,A1,2024-10-30,226,Pikachu,Wigglytuff ex,265,None,Colorless,Stage1,Jigglypuff,Yes
Genetic Apex,A1,2024-10-30,226,Charizard,Erika,266,Two Star,Trainer,N/A,N/A,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Misty,267,Two Star,Trainer,N/A,N/A,No
Genetic Apex,A1,2024-10-30,226,Charizard,Blaine,268,Two Star,Trainer,N/A,N/A,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Koga,269,Two Star,Trainer,N/A,N/A,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Giovanni,270,Two Star,Trainer,N/A,N/A,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Brock,271,Two Star,Trainer,N/A,N/A,No
Genetic Apex,A1,2024-10-30,226,Charizard,Sabrina,272,Two Star,Trainer,N/A,N/A,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Lt. Surge,273,Two Star,Trainer,N/A,N/A,No
Genetic Apex,A1,2024-10-30,226,Charizard,Moltres ex,274,Two Star,Fire,Basic,N/A,Yes
Genetic Apex,A1,2024-10-30,226,Mewtwo,Articuno ex,275,Two Star,Water,Basic,N/A,Yes
Genetic Apex,A1,2024-10-30,226,Pikachu,Zapdos ex,276,Two Star,Lightning,Basic,N/A,Yes
Genetic Apex,A1,2024-10-30,226,Mewtwo,Gengar ex,277,Two Star,Psychic,Stage2,Haunter,Yes
Genetic Apex,A1,2024-10-30,226,Charizard,Machamp ex,278,Two Star,Fighting,Stage2,Machoke,Yes
Genetic Apex,A1,2024-10-30,226,Pikachu,Wigglytuff ex,279,None,Colorless,Stage1,Jigglypuff,Yes
Genetic Apex,A1,2024-10-30,226,Charizard,Charizard ex,280,Three Star,Fire,Stage2,Charmeleon,Yes
Genetic Apex,A1,2024-10-30,226,Pikachu,Pikachu ex,281,Three Star,Lightning,Basic,N/A,Yes
Genetic Apex,A1,2024-10-30,226,Mewtwo,Mewtwo ex,282,Three Star,Psychic,Basic,N/A,Yes
Genetic Apex,A1,2024-10-30,226,"Mewtwo, Charizard, Pikachu",Mew,283,Three Star,Psychic,Basic,N/A,No
Genetic Apex,A1,2024-10-30,226,"Mewtwo, Charizard, Pikachu",Charizard ex,284,Crown,Fire,Stage2,Charmeleon,Yes
Genetic Apex,A1,2024-10-30,226,"Mewtwo, Charizard, Pikachu",Pikachu ex,285,Crown,Lightning,Basic,N/A,Yes
Genetic Apex,A1,2024-10-30,226,"Mewtwo, Charizard, Pikachu",Mewtwo ex,286,Crown,Psychic,Basic,N/A,Yes
